PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31805844","Increased Mortality and Vascular Phenotype in a Knock-In Mouse Model of Retinal Vasculopathy With Cerebral Leukoencephalopathy and Systemic Manifestations","Mulder IA, Rubio-Beltran E, Ibrahimi K, Dzyubachyk O, Khmelinskii A, Hoehn M, Terwindt GM, Wermer MJH, MaassenVanDenBrink A, van den Maagdenberg AMJM.","Stroke. 2020 Jan;51(1):300-307. doi: 10.1161/STROKEAHA.119.025176. Epub 2019 Dec 6.","Mulder IA","Stroke","2020","2019/12/07","","","10.1161/STROKEAHA.119.025176"
"26609111","The importance of decision onset","Teichert T, Grinband J, Ferrera V.","J Neurophysiol. 2016 Feb 1;115(2):643-61. doi: 10.1152/jn.00274.2015. Epub 2015 Nov 25.","Teichert T","J Neurophysiol","2016","2015/11/27","PMC4752305","","10.1152/jn.00274.2015"
"29229942","A neuronal signature of accurate imitative learning in wild-caught songbirds (swamp sparrows, Melospiza georgiana)","Moseley DL, Joshi NR, Prather JF, Podos J, Remage-Healey L.","Sci Rep. 2017 Dec 11;7(1):17320. doi: 10.1038/s41598-017-17401-2.","Moseley DL","Sci Rep","2017","2017/12/13","PMC5725582","","10.1038/s41598-017-17401-2"
"32951858","This Is Your Brain on (Low) Glucose","Miller-Rhodes P, Gelbard HA, Terrando N.","Trends Neurosci. 2020 Dec;43(12):933-935. doi: 10.1016/j.tins.2020.09.002. Epub 2020 Sep 17.","Miller-Rhodes P","Trends Neurosci","2020","2020/09/21","PMC7688553","NIHMS1643533","10.1016/j.tins.2020.09.002"
"27459929","Age-related changes in tonic activation of presynaptic versus extrasynaptic γ-amniobutyric acid type B receptors in rat medial prefrontal cortex","Carpenter HE, Kelly KB, Bizon JL, Frazier CJ.","Neurobiol Aging. 2016 Sep;45:88-97. doi: 10.1016/j.neurobiolaging.2016.05.015. Epub 2016 May 21.","Carpenter HE","Neurobiol Aging","2016","2016/07/28","PMC5235322","NIHMS796529","10.1016/j.neurobiolaging.2016.05.015"
"28258509","Distinct Defects in Spine Formation or Pruning in Two Gene Duplication Mouse Models of Autism","Wang M, Li H, Takumi T, Qiu Z, Xu X, Yu X, Bian WJ.","Neurosci Bull. 2017 Apr;33(2):143-152. doi: 10.1007/s12264-017-0111-8. Epub 2017 Mar 3.","Wang M","Neurosci Bull","2017","2017/03/05","PMC5360848","","10.1007/s12264-017-0111-8"
"30738760","Role of mechanical morphogenesis in the development and evolution of the neocortex","Heuer K, Toro R.","Phys Life Rev. 2019 Dec;31:233-239. doi: 10.1016/j.plrev.2019.01.012. Epub 2019 Jan 29.","Heuer K","Phys Life Rev","2019","2019/02/11","","","10.1016/j.plrev.2019.01.012"
"28303092","Synaptic Ensemble Underlying the Selection and Consolidation of Neuronal Circuits during Learning","Hoshiba Y, Wada T, Hayashi-Takagi A.","Front Neural Circuits. 2017 Mar 2;11:12. doi: 10.3389/fncir.2017.00012. eCollection 2017.","Hoshiba Y","Front Neural Circuits","2017","2017/03/18","PMC5332426","","10.3389/fncir.2017.00012"
"25638168","The Effects of Cognitive Control and Time on Frontal Beta Oscillations","Stoll FM, Wilson CRE, Faraut MCM, Vezoli J, Knoblauch K, Procyk E.","Cereb Cortex. 2016 Apr;26(4):1715-1732. doi: 10.1093/cercor/bhv006. Epub 2015 Jan 30.","Stoll FM","Cereb Cortex","2016","2015/02/02","","","10.1093/cercor/bhv006"
"30003517","Aβ Oligomer Elimination Restores Cognition in Transgenic Alzheimer's Mice with Full-blown Pathology","Schemmert S, Schartmann E, Zafiu C, Kass B, Hartwig S, Lehr S, Bannach O, Langen KJ, Shah NJ, Kutzsche J, Willuweit A, Willbold D.","Mol Neurobiol. 2019 Mar;56(3):2211-2223. doi: 10.1007/s12035-018-1209-3. Epub 2018 Jul 12.","Schemmert S","Mol Neurobiol","2019","2018/07/14","PMC6394605","","10.1007/s12035-018-1209-3"
"26733416","RPS23RG1 reduces Aβ oligomer-induced synaptic and cognitive deficits","Yan L, Chen Y, Li W, Huang X, Badie H, Jian F, Huang T, Zhao Y, Cohen SN, Li L, Zhang YW, Luo H, Tu S, Xu H.","Sci Rep. 2016 Jan 6;6:18668. doi: 10.1038/srep18668.","Yan L","Sci Rep","2016","2016/01/07","PMC4702092","","10.1038/srep18668"
"29346381","Control of recollection by slow gamma dominating mid-frequency gamma in hippocampus CA1","Dvorak D, Radwan B, Sparks FT, Talbot ZN, Fenton AA.","PLoS Biol. 2018 Jan 18;16(1):e2003354. doi: 10.1371/journal.pbio.2003354. eCollection 2018 Jan.","Dvorak D","PLoS Biol","2018","2018/01/19","PMC5790293","","10.1371/journal.pbio.2003354"
"31639413","Propionic acid induced behavioural effects of relevance to autism spectrum disorder evaluated in the hole board test with rats","Meeking MM, MacFabe DF, Mepham JR, Foley KA, Tichenoff LJ, Boon FH, Kavaliers M, Ossenkopp KP.","Prog Neuropsychopharmacol Biol Psychiatry. 2020 Mar 8;97:109794. doi: 10.1016/j.pnpbp.2019.109794. Epub 2019 Oct 19.","Meeking MM","Prog Neuropsychopharmacol Biol Psychiatry","2020","2019/10/23","","","10.1016/j.pnpbp.2019.109794"
"26974856","Neuroscience meets salivary bioscience: An integrative perspective","Segal SK.","Behav Neurosci. 2016 Apr;130(2):156-75. doi: 10.1037/bne0000141.","Segal SK","Behav Neurosci","2016","2016/03/15","","","10.1037/bne0000141"
"31104189","Genetic knockout of myosin light chain kinase (MLCK210) prevents cerebral microhemorrhages and attenuates neuroinflammation in a mouse model of vascular cognitive impairment and dementia","Braun DJ, Bachstetter AD, Sudduth TL, Wilcock DM, Watterson DM, Van Eldik LJ.","Geroscience. 2019 Oct;41(5):671-679. doi: 10.1007/s11357-019-00072-4. Epub 2019 May 19.","Braun DJ","Geroscience","2019","2019/05/20","PMC6885026","","10.1007/s11357-019-00072-4"
"27418439","A novel role for the immunophilin FKBP52 in motor coordination","Young MJ, Geiszler PC, Pardon MC.","Behav Brain Res. 2016 Oct 15;313:97-110. doi: 10.1016/j.bbr.2016.07.015. Epub 2016 Jul 11.","Young MJ","Behav Brain Res","2016","2016/07/16","","","10.1016/j.bbr.2016.07.015"
"30978725","Evidence that neuropsychological deficits following early life adversity may underlie vulnerability to depression","Stuart SA, Hinchcliffe JK, Robinson ESJ.","Neuropsychopharmacology. 2019 Aug;44(9):1623-1630. doi: 10.1038/s41386-019-0388-6. Epub 2019 Apr 12.","Stuart SA","Neuropsychopharmacology","2019","2019/04/13","PMC6784985","","10.1038/s41386-019-0388-6"
"26797041","Astrogliosis: An integral player in the pathogenesis of Alzheimer's disease","Osborn LM, Kamphuis W, Wadman WJ, Hol EM.","Prog Neurobiol. 2016 Sep;144:121-41. doi: 10.1016/j.pneurobio.2016.01.001. Epub 2016 Jan 12.","Osborn LM","Prog Neurobiol","2016","2016/01/23","","","10.1016/j.pneurobio.2016.01.001"
"28302742","Neurodevelopmental Abnormalities and Congenital Heart Disease: Insights Into Altered Brain Maturation","Morton PD, Ishibashi N, Jonas RA.","Circ Res. 2017 Mar 17;120(6):960-977. doi: 10.1161/CIRCRESAHA.116.309048.","Morton PD","Circ Res","2017","2017/03/18","PMC5409515","NIHMS861597","10.1161/CIRCRESAHA.116.309048"
"28477384","Cognitive deficits caused by prefrontal cortical and hippocampal neural disinhibition","Bast T, Pezze M, McGarrity S.","Br J Pharmacol. 2017 Oct;174(19):3211-3225. doi: 10.1111/bph.13850. Epub 2017 Jun 7.","Bast T","Br J Pharmacol","2017","2017/05/07","PMC5595754","","10.1111/bph.13850"
"29749102","Neural mechanisms of the link between giving social support and health","Inagaki TK.","Ann N Y Acad Sci. 2018 Sep;1428(1):33-50. doi: 10.1111/nyas.13703. Epub 2018 May 11.","Inagaki TK","Ann N Y Acad Sci","2018","2018/05/12","","","10.1111/nyas.13703"
"27485083","Tau-based therapeutics for Alzheimer's disease: active and passive immunotherapy","Panza F, Solfrizzi V, Seripa D, Imbimbo BP, Lozupone M, Santamato A, Tortelli R, Galizia I, Prete C, Daniele A, Pilotto A, Greco A, Logroscino G.","Immunotherapy. 2016 Sep;8(9):1119-34. doi: 10.2217/imt-2016-0019.","Panza F","Immunotherapy","2016","2016/08/04","","","10.2217/imt-2016-0019"
"28750690","Increased Aβ(42)-α7-like nicotinic acetylcholine receptor complex level in lymphocytes is associated with apolipoprotein E4-driven Alzheimer's disease pathogenesis","Wang HY, Trocmé-Thibierge C, Stucky A, Shah SM, Kvasic J, Khan A, Morain P, Guignot I, Bouguen E, Deschet K, Pueyo M, Mocaer E, Ousset PJ, Vellas B, Kiyasova V.","Alzheimers Res Ther. 2017 Jul 27;9(1):54. doi: 10.1186/s13195-017-0280-8.","Wang HY","Alzheimers Res Ther","2017","2017/07/29","PMC5530996","","10.1186/s13195-017-0280-8"
"31823470","Assessing the developmental trajectory of mouse models of neurodevelopmental disorders: Social and communication deficits in mice with Neurexin 1α deletion","Armstrong EC, Caruso A, Servadio M, Andreae LC, Trezza V, Scattoni ML, Fernandes C.","Genes Brain Behav. 2020 Apr;19(4):e12630. doi: 10.1111/gbb.12630. Epub 2019 Dec 30.","Armstrong EC","Genes Brain Behav","2020","2019/12/12","","","10.1111/gbb.12630"
"32305419","Early life stress increases vulnerability to the sequelae of pediatric mild traumatic brain injury","Diaz-Chávez A, Lajud N, Roque A, Cheng JP, Meléndez-Herrera E, Valdéz-Alarcón JJ, Bondi CO, Kline AE.","Exp Neurol. 2020 Jul;329:113318. doi: 10.1016/j.expneurol.2020.113318. Epub 2020 Apr 16.","Diaz-Chávez A","Exp Neurol","2020","2020/04/20","PMC7245477","NIHMS1586728","10.1016/j.expneurol.2020.113318"
"28698032","Beyond infection - Maternal immune activation by environmental factors, microglial development, and relevance for autism spectrum disorders","Bilbo SD, Block CL, Bolton JL, Hanamsagar R, Tran PK.","Exp Neurol. 2018 Jan;299(Pt A):241-251. doi: 10.1016/j.expneurol.2017.07.002. Epub 2017 Jul 8.","Bilbo SD","Exp Neurol","2018","2017/07/13","PMC5723548","NIHMS892650","10.1016/j.expneurol.2017.07.002"
"32198124","The neuroprotective effect of NeuroAid on morphine-induced amnesia with respect to the expression of TFAM, PGC-1α, ΔfosB and CART genes in the hippocampus of male Wistar rats","Malboosi N, Nasehi M, Hashemi M, Vaseghi S, Zarrindast MR.","Gene. 2020 Jun 5;742:144601. doi: 10.1016/j.gene.2020.144601. Epub 2020 Mar 19.","Malboosi N","Gene","2020","2020/03/22","","","10.1016/j.gene.2020.144601"
"28051768","CREB overexpression in dorsal CA1 ameliorates long-term memory deficits in aged rats","Yu XW, Curlik DM, Oh MM, Yin JC, Disterhoft JF.","Elife. 2017 Jan 4;6:e19358. doi: 10.7554/eLife.19358.","Yu XW","Elife","2017","2017/01/05","PMC5214885","","10.7554/eLife.19358"
"28461466","Oxytocin under opioid antagonism leads to supralinear enhancement of social attention","Dal Monte O, Piva M, Anderson KM, Tringides M, Holmes AJ, Chang SWC.","Proc Natl Acad Sci U S A. 2017 May 16;114(20):5247-5252. doi: 10.1073/pnas.1702725114. Epub 2017 May 1.","Dal Monte O","Proc Natl Acad Sci U S A","2017","2017/05/03","PMC5441805","","10.1073/pnas.1702725114"
"29186377","Oxytocin-Oxytocin Receptor Systems Facilitate Social Defeat Posture in Male Mice","Nasanbuyan N, Yoshida M, Takayanagi Y, Inutsuka A, Nishimori K, Yamanaka A, Onaka T.","Endocrinology. 2018 Feb 1;159(2):763-775. doi: 10.1210/en.2017-00606.","Nasanbuyan N","Endocrinology","2018","2017/11/30","","","10.1210/en.2017-00606"
"29504537","Alzheimer's Amyloid-β is an Antimicrobial Peptide: A Review of the Evidence","Gosztyla ML, Brothers HM, Robinson SR.","J Alzheimers Dis. 2018;62(4):1495-1506. doi: 10.3233/JAD-171133.","Gosztyla ML","J Alzheimers Dis","2018","2018/03/06","","","10.3233/JAD-171133"
"27492494","Novel Shank3 mutant exhibits behaviors with face validity for autism and altered striatal and hippocampal function","Jaramillo TC, Speed HE, Xuan Z, Reimers JM, Escamilla CO, Weaver TP, Liu S, Filonova I, Powell CM.","Autism Res. 2017 Jan;10(1):42-65. doi: 10.1002/aur.1664. Epub 2016 Aug 5.","Jaramillo TC","Autism Res","2017","2016/08/06","PMC5274551","NIHMS815282","10.1002/aur.1664"
"27451936","Protective effects of physical exercise on MDMA-induced cognitive and mitochondrial impairment","Taghizadeh G, Pourahmad J, Mehdizadeh H, Foroumadi A, Torkaman-Boutorabi A, Hassani S, Naserzadeh P, Shariatmadari R, Gholami M, Rouini MR, Sharifzadeh M.","Free Radic Biol Med. 2016 Oct;99:11-19. doi: 10.1016/j.freeradbiomed.2016.07.018. Epub 2016 Jul 21.","Taghizadeh G","Free Radic Biol Med","2016","2016/07/26","","","10.1016/j.freeradbiomed.2016.07.018"
"27290660","The neurobiology of pair bond formation, bond disruption, and social buffering","Lieberwirth C, Wang Z.","Curr Opin Neurobiol. 2016 Oct;40:8-13. doi: 10.1016/j.conb.2016.05.006. Epub 2016 Jun 9.","Lieberwirth C","Curr Opin Neurobiol","2016","2016/06/13","PMC5072360","NIHMS798581","10.1016/j.conb.2016.05.006"
"28392296","Anxious behavior induces elevated hippocampal Cb(2) receptor gene expression","Robertson JM, Achua JK, Smith JP, Prince MA, Staton CD, Ronan PJ, Summers TR, Summers CH.","Neuroscience. 2017 Jun 3;352:273-284. doi: 10.1016/j.neuroscience.2017.03.061. Epub 2017 Apr 7.","Robertson JM","Neuroscience","2017","2017/04/11","PMC5482502","NIHMS866544","10.1016/j.neuroscience.2017.03.061"
"32472288","Gene Editing to the Rescue: Reversal of Social Deficits Associated with MECP2 Duplication","Yu ZX, Wang DY, Xu XH.","Neurosci Bull. 2020 Jun;36(6):567-569. doi: 10.1007/s12264-020-00522-6. Epub 2020 May 29.","Yu ZX","Neurosci Bull","2020","2020/05/31","PMC7270302","","10.1007/s12264-020-00522-6"
"25304400","Cortico-basal ganglia circuits involved in different motivation disorders in non-human primates","Sgambato-Faure V, Worbe Y, Epinat J, Féger J, Tremblay L.","Brain Struct Funct. 2016 Jan;221(1):345-64. doi: 10.1007/s00429-014-0911-9. Epub 2014 Oct 11.","Sgambato-Faure V","Brain Struct Funct","2016","2014/10/12","","","10.1007/s00429-014-0911-9"
"27359102","Conservation in Mammals of Genes Associated with Aggression-Related Behavioral Phenotypes in Honey Bees","Liu H, Robinson GE, Jakobsson E.","PLoS Comput Biol. 2016 Jun 30;12(6):e1004921. doi: 10.1371/journal.pcbi.1004921. eCollection 2016 Jun.","Liu H","PLoS Comput Biol","2016","2016/07/01","PMC4928799","","10.1371/journal.pcbi.1004921"
"31783026","Dietary phytoestrogens modulate aggression and activity in social behavior circuits of male mice","Sandhu KV, Demiray YE, Yanagawa Y, Stork O.","Horm Behav. 2020 Mar;119:104637. doi: 10.1016/j.yhbeh.2019.104637. Epub 2019 Dec 9.","Sandhu KV","Horm Behav","2020","2019/11/30","","","10.1016/j.yhbeh.2019.104637"
"30467338","Sex-dependent regulation of social reward by oxytocin receptors in the ventral tegmental area","Borland JM, Aiani LM, Norvelle A, Grantham KN, O'Laughlin K, Terranova JI, Frantz KJ, Albers HE.","Neuropsychopharmacology. 2019 Mar;44(4):785-792. doi: 10.1038/s41386-018-0262-y. Epub 2018 Nov 6.","Borland JM","Neuropsychopharmacology","2019","2018/11/24","PMC6372681","","10.1038/s41386-018-0262-y"
"27417516","Therapeutic Effects of Extinction Learning as a Model of Exposure Therapy in Rats","Fucich EA, Paredes D, Morilak DA.","Neuropsychopharmacology. 2016 Dec;41(13):3092-3102. doi: 10.1038/npp.2016.127. Epub 2016 Jul 15.","Fucich EA","Neuropsychopharmacology","2016","2016/07/16","PMC5101557","","10.1038/npp.2016.127"
"27545441","Impact of DNMT1 and DNMT3a forebrain knockout on depressive- and anxiety like behavior in mice","Morris MJ, Na ES, Autry AE, Monteggia LM.","Neurobiol Learn Mem. 2016 Nov;135:139-145. doi: 10.1016/j.nlm.2016.08.012. Epub 2016 Aug 18.","Morris MJ","Neurobiol Learn Mem","2016","2016/08/23","PMC5050143","NIHMS813164","10.1016/j.nlm.2016.08.012"
"29923112","Exposure Through Runoff and Ground Water Contamination Differentially Impact Behavior and Physiology of Crustaceans in Fluvial Systems","Steele AN, Belanger RM, Moore PA.","Arch Environ Contam Toxicol. 2018 Oct;75(3):436-448. doi: 10.1007/s00244-018-0542-x. Epub 2018 Jun 19.","Steele AN","Arch Environ Contam Toxicol","2018","2018/06/21","","","10.1007/s00244-018-0542-x"
"31539679","Antibiotic-induced microbiome depletion is associated with resilience in mice after chronic social defeat stress","Wang S, Qu Y, Chang L, Pu Y, Zhang K, Hashimoto K.","J Affect Disord. 2020 Jan 1;260:448-457. doi: 10.1016/j.jad.2019.09.064. Epub 2019 Sep 13.","Wang S","J Affect Disord","2020","2019/09/21","","","10.1016/j.jad.2019.09.064"
"29275841","The Mediodorsal Thalamus: An Essential Partner of the Prefrontal Cortex for Cognition","Parnaudeau S, Bolkan SS, Kellendonk C.","Biol Psychiatry. 2018 Apr 15;83(8):648-656. doi: 10.1016/j.biopsych.2017.11.008. Epub 2017 Nov 15.","Parnaudeau S","Biol Psychiatry","2018","2017/12/26","PMC5862748","NIHMS920767","10.1016/j.biopsych.2017.11.008"
"27113635","A specialized face-processing model inspired by the organization of monkey face patches explains several face-specific phenomena observed in humans","Farzmahdi A, Rajaei K, Ghodrati M, Ebrahimpour R, Khaligh-Razavi SM.","Sci Rep. 2016 Apr 26;6:25025. doi: 10.1038/srep25025.","Farzmahdi A","Sci Rep","2016","2016/04/27","PMC4844965","","10.1038/srep25025"
"29576474","The Tyrosine Phosphatase STEP Is Involved in Age-Related Memory Decline","Castonguay D, Dufort-Gervais J, Ménard C, Chatterjee M, Quirion R, Bontempi B, Schneider JS, Arnsten AFT, Nairn AC, Norris CM, Ferland G, Bézard E, Gaudreau P, Lombroso PJ, Brouillette J.","Curr Biol. 2018 Apr 2;28(7):1079-1089.e4. doi: 10.1016/j.cub.2018.02.047. Epub 2018 Mar 22.","Castonguay D","Curr Biol","2018","2018/03/27","PMC5901906","NIHMS954569","10.1016/j.cub.2018.02.047"
"28766254","VEGF-Mediated Cognitive and Synaptic Improvement in Chronic Cerebral Hypoperfusion Rats Involves Autophagy Process","Wang L, Wang J, Wang F, Liu C, Yang X, Yang J, Ming D.","Neuromolecular Med. 2017 Sep;19(2-3):423-435. doi: 10.1007/s12017-017-8458-6. Epub 2017 Aug 1.","Wang L","Neuromolecular Med","2017","2017/08/03","","","10.1007/s12017-017-8458-6"
"29782905","Pathology of nNOS-Expressing GABAergic Neurons in Mouse Model of Alzheimer's Disease","Choi S, Won JS, Carroll SL, Annamalai B, Singh I, Singh AK.","Neuroscience. 2018 Aug 1;384:41-53. doi: 10.1016/j.neuroscience.2018.05.013. Epub 2018 May 19.","Choi S","Neuroscience","2018","2018/05/22","PMC6085873","NIHMS969790","10.1016/j.neuroscience.2018.05.013"
"27646506","Progressive gene dose-dependent disruption of the methamphetamine-sensitive circadian oscillator-driven rhythms in a knock-in mouse model of Huntington's disease","Ouk K, Aungier J, Morton AJ.","Exp Neurol. 2016 Dec;286:69-82. doi: 10.1016/j.expneurol.2016.09.007. Epub 2016 Sep 16.","Ouk K","Exp Neurol","2016","2016/09/21","","","10.1016/j.expneurol.2016.09.007"
"30321651","Hippocampal deficits in neurodevelopmental disorders","Li Y, Shen M, Stockton ME, Zhao X.","Neurobiol Learn Mem. 2019 Nov;165:106945. doi: 10.1016/j.nlm.2018.10.001. Epub 2018 Oct 12.","Li Y","Neurobiol Learn Mem","2019","2018/10/16","PMC6461531","NIHMS1509855","10.1016/j.nlm.2018.10.001"
"27750206","Is there anybody out there? Neural circuits of threat detection in vertebrates","Pereira AG, Moita MA.","Curr Opin Neurobiol. 2016 Dec;41:179-187. doi: 10.1016/j.conb.2016.09.011. Epub 2016 Oct 14.","Pereira AG","Curr Opin Neurobiol","2016","2016/10/18","","","10.1016/j.conb.2016.09.011"
"27235339","Paired-housing selectively facilitates within-session extinction of avoidance behavior, and increases c-Fos expression in the medial prefrontal cortex, in anxiety vulnerable Wistar-Kyoto rats","Smith IM, Pang KC, Servatius RJ, Jiao X, Beck KD.","Physiol Behav. 2016 Oct 1;164(Pt A):198-206. doi: 10.1016/j.physbeh.2016.05.044. Epub 2016 May 24.","Smith IM","Physiol Behav","2016","2016/05/29","","","10.1016/j.physbeh.2016.05.044"
"27486105","Live interaction distinctively shapes social gaze dynamics in rhesus macaques","Dal Monte O, Piva M, Morris JA, Chang SW.","J Neurophysiol. 2016 Oct 1;116(4):1626-1643. doi: 10.1152/jn.00442.2016. Epub 2016 Jul 13.","Dal Monte O","J Neurophysiol","2016","2016/08/04","PMC5144716","","10.1152/jn.00442.2016"
"30517689","High-Frequency Neuronal Oscillatory Abnormalities in the Phospholipase C-β1 Knockout Mouse Model of Schizophrenia","Hudson MR, Hannan AJ, O'Brien TJ, Jones NC.","Int J Neuropsychopharmacol. 2019 Mar 1;22(3):221-231. doi: 10.1093/ijnp/pyy097.","Hudson MR","Int J Neuropsychopharmacol","2019","2018/12/06","PMC6403088","","10.1093/ijnp/pyy097"
"28872641","Polyunsaturated fatty acid deficiency during neurodevelopment in mice models the prodromal state of schizophrenia through epigenetic changes in nuclear receptor genes","Maekawa M, Watanabe A, Iwayama Y, Kimura T, Hamazaki K, Balan S, Ohba H, Hisano Y, Nozaki Y, Ohnishi T, Toyoshima M, Shimamoto C, Iwamoto K, Bundo M, Osumi N, Takahashi E, Takashima A, Yoshikawa T.","Transl Psychiatry. 2017 Sep 5;7(9):e1229. doi: 10.1038/tp.2017.182.","Maekawa M","Transl Psychiatry","2017","2017/09/06","PMC5639238","","10.1038/tp.2017.182"
"33278389","Melatonin reverts methamphetamine-induced learning and memory impairments and hippocampal alterations in mice","Veschsanit N, Yang JL, Ngampramuan S, Viwatpinyo K, Pinyomahakul J, Lwin T, Chancharoen P, Rungruang S, Govitrapong P, Mukda S.","Life Sci. 2021 Jan 15;265:118844. doi: 10.1016/j.lfs.2020.118844. Epub 2020 Dec 2.","Veschsanit N","Life Sci","2021","2020/12/05","","","10.1016/j.lfs.2020.118844"
"31916204","Edaravone at high concentrations attenuates cognitive dysfunctions induced by abdominal surgery under general anesthesia in aged mice","Zhou Y, Wu X, Ye L, Bai Y, Zhang H, Xuan Z, Feng Y, Zhang P, Chen Y, Yan Y, Zhu B, Cui W.","Metab Brain Dis. 2020 Feb;35(2):373-383. doi: 10.1007/s11011-019-00532-y. Epub 2020 Jan 8.","Zhou Y","Metab Brain Dis","2020","2020/01/10","","","10.1007/s11011-019-00532-y"
"27282085","The neural underpinnings of cognitive flexibility and their disruption in psychotic illness","Waltz JA.","Neuroscience. 2017 Mar 14;345:203-217. doi: 10.1016/j.neuroscience.2016.06.005. Epub 2016 Jun 7.","Waltz JA","Neuroscience","2017","2016/06/11","PMC5143214","NIHMS793469","10.1016/j.neuroscience.2016.06.005"
"28509666","An inhibitory gate for state transition in cortex","Zucca S, D'Urso G, Pasquale V, Vecchia D, Pica G, Bovetti S, Moretti C, Varani S, Molano-Mazón M, Chiappalone M, Panzeri S, Fellin T.","Elife. 2017 May 16;6:e26177. doi: 10.7554/eLife.26177.","Zucca S","Elife","2017","2017/05/17","PMC5444901","","10.7554/eLife.26177"
"28044015","Contextual modulation of primary visual cortex by auditory signals","Petro LS, Paton AT, Muckli L.","Philos Trans R Soc Lond B Biol Sci. 2017 Feb 19;372(1714):20160104. doi: 10.1098/rstb.2016.0104. Epub 2017 Jan 2.","Petro LS","Philos Trans R Soc Lond B Biol Sci","2017","2017/01/04","PMC5206272","","10.1098/rstb.2016.0104"
"28729826","Sleep-Dependent Oscillatory Synchronization: A Role in Fear Memory Consolidation","Totty MS, Chesney LA, Geist PA, Datta S.","Front Neural Circuits. 2017 Jul 6;11:49. doi: 10.3389/fncir.2017.00049. eCollection 2017.","Totty MS","Front Neural Circuits","2017","2017/07/22","PMC5498516","","10.3389/fncir.2017.00049"
"33130409","Modeling brain development and diseases with human cerebral organoids","Shi Y, Wu Q, Wang X.","Curr Opin Neurobiol. 2020 Oct 29;66:103-115. doi: 10.1016/j.conb.2020.09.006. Online ahead of print.","Shi Y","Curr Opin Neurobiol","2020","2020/11/01","","","10.1016/j.conb.2020.09.006"
"28218243","NMDA-receptor-dependent plasticity in the bed nucleus of the stria terminalis triggers long-term anxiolysis","Glangetas C, Massi L, Fois GR, Jalabert M, Girard D, Diana M, Yonehara K, Roska B, Xu C, Lüthi A, Caille S, Georges F.","Nat Commun. 2017 Feb 20;8:14456. doi: 10.1038/ncomms14456.","Glangetas C","Nat Commun","2017","2017/02/21","PMC5321732","","10.1038/ncomms14456"
"27256552","Over the river, through the woods: cognitive maps in the hippocampus and orbitofrontal cortex","Wikenheiser AM, Schoenbaum G.","Nat Rev Neurosci. 2016 Aug;17(8):513-23. doi: 10.1038/nrn.2016.56. Epub 2016 Jun 3.","Wikenheiser AM","Nat Rev Neurosci","2016","2016/06/04","PMC5541258","NIHMS880695","10.1038/nrn.2016.56"
"29608671","Working Memory Load Modulates Neuronal Coupling","Pinotsis DA, Buschman TJ, Miller EK.","Cereb Cortex. 2019 Apr 1;29(4):1670-1681. doi: 10.1093/cercor/bhy065.","Pinotsis DA","Cereb Cortex","2019","2018/04/03","PMC7302742","","10.1093/cercor/bhy065"
"30502360","Lack of rapid antidepressant effects of Kir4.1 channel inhibitors in a chronic social defeat stress model: Comparison with (R)-ketamine","Xiong Z, Zhang K, Ishima T, Ren Q, Ma M, Pu Y, Chang L, Chen J, Hashimoto K.","Pharmacol Biochem Behav. 2019 Jan;176:57-62. doi: 10.1016/j.pbb.2018.11.010. Epub 2018 Nov 28.","Xiong Z","Pharmacol Biochem Behav","2019","2018/12/04","","","10.1016/j.pbb.2018.11.010"
"26467517","Tactile representation of the head and shoulders assessed by fMRI in the nonhuman primate","Wardak C, Guipponi O, Pinède S, Ben Hamed S.","J Neurophysiol. 2016 Jan 1;115(1):80-91. doi: 10.1152/jn.00633.2015. Epub 2015 Oct 14.","Wardak C","J Neurophysiol","2016","2015/10/16","PMC4760502","","10.1152/jn.00633.2015"
"28585192","Rsk2 Knockout Affects Emotional Behavior in the IntelliCage","Fischer M, Cabello V, Popp S, Krackow S, Hommers L, Deckert J, Lesch KP, Schmitt-Böhrer AG.","Behav Genet. 2017 Jul;47(4):434-448. doi: 10.1007/s10519-017-9853-3. Epub 2017 Jun 6.","Fischer M","Behav Genet","2017","2017/06/07","","","10.1007/s10519-017-9853-3"
"30208281","Nuclear Receptors as Therapeutic Targets for Neurodegenerative Diseases: Lost in Translation","Moutinho M, Codocedo JF, Puntambekar SS, Landreth GE.","Annu Rev Pharmacol Toxicol. 2019 Jan 6;59:237-261. doi: 10.1146/annurev-pharmtox-010818-021807. Epub 2018 Sep 12.","Moutinho M","Annu Rev Pharmacol Toxicol","2019","2018/09/13","PMC6636329","NIHMS1035376","10.1146/annurev-pharmtox-010818-021807"
"28619944","Early life stress confers lifelong stress susceptibility in mice via ventral tegmental area OTX2","Peña CJ, Kronman HG, Walker DM, Cates HM, Bagot RC, Purushothaman I, Issler O, Loh YE, Leong T, Kiraly DD, Goodman E, Neve RL, Shen L, Nestler EJ.","Science. 2017 Jun 16;356(6343):1185-1188. doi: 10.1126/science.aan4491.","Peña CJ","Science","2017","2017/06/17","PMC5539403","NIHMS886610","10.1126/science.aan4491"
