PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28386423","Acquisition and functional consequences of social knowledge in macaques","Tiddi B, di Sorrentino EP, Fischer J, Schino G.","R Soc Open Sci. 2017 Feb 8;4(2):160639. doi: 10.1098/rsos.160639. eCollection 2017 Feb.","Tiddi B","R Soc Open Sci","2017","2017/04/08","PMC5367287","","10.1098/rsos.160639"
"26432045","Eating with our eyes: From visual hunger to digital satiation","Spence C, Okajima K, Cheok AD, Petit O, Michel C.","Brain Cogn. 2016 Dec;110:53-63. doi: 10.1016/j.bandc.2015.08.006. Epub 2015 Oct 1.","Spence C","Brain Cogn","2016","2015/10/04","","","10.1016/j.bandc.2015.08.006"
"27235076","Mechanisms contributing to prefrontal cortex maturation during adolescence","Caballero A, Granberg R, Tseng KY.","Neurosci Biobehav Rev. 2016 Nov;70:4-12. doi: 10.1016/j.neubiorev.2016.05.013. Epub 2016 May 24.","Caballero A","Neurosci Biobehav Rev","2016","2016/05/29","PMC5074870","NIHMS795403","10.1016/j.neubiorev.2016.05.013"
"27014002","The Representation of Three-Dimensional Space in Fish","Burt de Perera T, Holbrook RI, Davis V.","Front Behav Neurosci. 2016 Mar 8;10:40. doi: 10.3389/fnbeh.2016.00040. eCollection 2016.","Burt de Perera T","Front Behav Neurosci","2016","2016/03/26","PMC4781870","","10.3389/fnbeh.2016.00040"
"26891819","The 5-HT2A serotonin receptor in executive function: Implications for neuropsychiatric and neurodegenerative diseases","Aznar S, Hervig Mel-S.","Neurosci Biobehav Rev. 2016 May;64:63-82. doi: 10.1016/j.neubiorev.2016.02.008. Epub 2016 Feb 15.","Aznar S","Neurosci Biobehav Rev","2016","2016/02/20","","","10.1016/j.neubiorev.2016.02.008"
"33329278","Gaze Following in Ungulates: Domesticated and Non-domesticated Species Follow the Gaze of Both Humans and Conspecifics in an Experimental Context","Schaffer A, Caicoya AL, Colell M, Holland R, Ensenyat C, Amici F.","Front Psychol. 2020 Nov 19;11:604904. doi: 10.3389/fpsyg.2020.604904. eCollection 2020.","Schaffer A","Front Psychol","2020","2020/12/17","PMC7711155","","10.3389/fpsyg.2020.604904"
"32848651","Gut-Brain Axis in the Early Postnatal Years of Life: A Developmental Perspective","Jena A, Montoya CA, Mullaney JA, Dilger RN, Young W, McNabb WC, Roy NC.","Front Integr Neurosci. 2020 Aug 5;14:44. doi: 10.3389/fnint.2020.00044. eCollection 2020.","Jena A","Front Integr Neurosci","2020","2020/08/28","PMC7419604","","10.3389/fnint.2020.00044"
"31718514","Why intergroup variation matters for understanding behaviour","Kaufhold SP, van Leeuwen EJC.","Biol Lett. 2019 Nov 29;15(11):20190695. doi: 10.1098/rsbl.2019.0695. Epub 2019 Nov 13.","Kaufhold SP","Biol Lett","2019","2019/11/14","PMC6892515","","10.1098/rsbl.2019.0695"
"30940054","Joint attention skills in wild Arabian babblers ( Turdoides squamiceps): a consequence of cooperative breeding?","Ben Mocha Y, Mundry R, Pika S.","Proc Biol Sci. 2019 Apr 10;286(1900):20190147. doi: 10.1098/rspb.2019.0147.","Ben Mocha Y","Proc Biol Sci","2019","2019/04/04","PMC6501685","","10.1098/rspb.2019.0147"
"30268768","Impact of anaesthesia on circadian rhythms and implications for laboratory experiments","Orts-Sebastian A, Ludin NM, Pawley MDM, Cheeseman JF, Warman GR.","Exp Neurol. 2019 Jan;311:318-322. doi: 10.1016/j.expneurol.2018.09.017. Epub 2018 Sep 28.","Orts-Sebastian A","Exp Neurol","2019","2018/10/01","","","10.1016/j.expneurol.2018.09.017"
"29738796","How do hypothalamic nonapeptides shape youth's sociality? A systematic review on oxytocin, vasopressin and human socio-emotional development","Torres N, Martins D, Santos AJ, Prata D, Veríssimo M.","Neurosci Biobehav Rev. 2018 Jul;90:309-331. doi: 10.1016/j.neubiorev.2018.05.004. Epub 2018 May 5.","Torres N","Neurosci Biobehav Rev","2018","2018/05/09","","","10.1016/j.neubiorev.2018.05.004"
"29615850","Interplay Between the Gut-Brain Axis, Obesity and Cognitive Function","Agustí A, García-Pardo MP, López-Almela I, Campillo I, Maes M, Romaní-Pérez M, Sanz Y.","Front Neurosci. 2018 Mar 16;12:155. doi: 10.3389/fnins.2018.00155. eCollection 2018.","Agustí A","Front Neurosci","2018","2018/04/05","PMC5864897","","10.3389/fnins.2018.00155"
"29033604","Chronic pain and adult hippocampal neurogenesis: translational implications from preclinical studies","Grilli M.","J Pain Res. 2017 Sep 21;10:2281-2286. doi: 10.2147/JPR.S146399. eCollection 2017.","Grilli M","J Pain Res","2017","2017/10/17","PMC5614764","","10.2147/JPR.S146399"
"27855382","Childhood Health Consequences of Maternal Obesity during Pregnancy: A Narrative Review","Gaillard R, Santos S, Duijts L, Felix JF.","Ann Nutr Metab. 2016;69(3-4):171-180. doi: 10.1159/000453077. Epub 2016 Nov 18.","Gaillard R","Ann Nutr Metab","2016","2016/11/18","","","10.1159/000453077"
"27499048","Challenges in detecting disease modification in Parkinson's disease clinical trials","Athauda D, Foltynie T.","Parkinsonism Relat Disord. 2016 Nov;32:1-11. doi: 10.1016/j.parkreldis.2016.07.019. Epub 2016 Jul 31.","Athauda D","Parkinsonism Relat Disord","2016","2016/08/09","","","10.1016/j.parkreldis.2016.07.019"
"26881136","Are Anxiety Disorders Associated with Accelerated Aging? A Focus on Neuroprogression","Perna G, Iannone G, Alciati A, Caldirola D.","Neural Plast. 2016;2016:8457612. doi: 10.1155/2016/8457612. Epub 2015 Dec 31.","Perna G","Neural Plast","2016","2016/02/17","PMC4736204","","10.1155/2016/8457612"
"33185080","Yifei Xuanfei Jiangzhuo Chinese bioformulation improves cognitive function in a murine model of vascular dementia - the implication of PI3K/AKT and Erk signalling pathway","Chen W, Wu L, Jiang LF, Hu YQ, Zhai Y, Li JH, Wu Y, Tang N.","J Biol Regul Homeost Agents. 2020 Nov-Dec;34(6):2177-2183. doi: 10.23812/20-310-L.","Chen W","J Biol Regul Homeost Agents","2020","2020/11/13","","","10.23812/20-310-L"
"28913897","Studying the Progression of Amyloid Pathology and Its Therapy Using Translational Longitudinal Model of Accumulation and Distribution of Amyloid Beta","Karelina T, Demin O Jr, Demin O, Duvvuri S, Nicholas T.","CPT Pharmacometrics Syst Pharmacol. 2017 Oct;6(10):676-685. doi: 10.1002/psp4.12249. Epub 2017 Sep 28.","Karelina T","CPT Pharmacometrics Syst Pharmacol","2017","2017/09/16","PMC5658285","","10.1002/psp4.12249"
"28825450","Pseudogenization of the Humanin gene is common in the mitochondrial DNA of many vertebrates","Logan IS.","Zool Res. 2017 Jul 18;38(4):198-202. doi: 10.24272/j.issn.2095-8137.2017.049.","Logan IS","Zool Res","2017","2017/08/22","PMC5571476","","10.24272/j.issn.2095-8137.2017.049"
"27334699","Flexible decision-making relative to reward quality and tool functionality in Goffin cockatoos (Cacatua goffiniana)","Laumer IB, Bugnyar T, Auersperg AM.","Sci Rep. 2016 Jun 23;6:28380. doi: 10.1038/srep28380.","Laumer IB","Sci Rep","2016","2016/06/24","PMC4917853","","10.1038/srep28380"
"32861223","Efficacy of alginate-and chitosan-based scaffolds on the healing of diabetic skin wounds in animal experimental models and cell studies: A systematic review","Cai H, Li G.","Wound Repair Regen. 2020 Nov;28(6):751-771. doi: 10.1111/wrr.12857. Epub 2020 Aug 29.","Cai H","Wound Repair Regen","2020","2020/08/30","","","10.1111/wrr.12857"
"31289317","Contextual fear learning and memory differ between stress coping styles in zebrafish","Baker MR, Wong RY.","Sci Rep. 2019 Jul 9;9(1):9935. doi: 10.1038/s41598-019-46319-0.","Baker MR","Sci Rep","2019","2019/07/11","PMC6617452","","10.1038/s41598-019-46319-0"
"31123270","Wild chimpanzees (Pan troglodytes troglodytes) exploit tortoises (Kinixys erosa) via percussive technology","Pika S, Klein H, Bunel S, Baas P, Théleste E, Deschner T.","Sci Rep. 2019 May 23;9(1):7661. doi: 10.1038/s41598-019-43301-8.","Pika S","Sci Rep","2019","2019/05/25","PMC6533303","","10.1038/s41598-019-43301-8"
"28002432","Task Differences and Prosociality; Investigating Pet Dogs' Prosocial Preferences in a Token Choice Paradigm","Dale R, Quervel-Chaumette M, Huber L, Range F, Marshall-Pescini S.","PLoS One. 2016 Dec 21;11(12):e0167750. doi: 10.1371/journal.pone.0167750. eCollection 2016.","Dale R","PLoS One","2016","2016/12/22","PMC5176280","","10.1371/journal.pone.0167750"
"27435047","Disparities in activity levels and learning ability between Djungarian hamster (Phodopus sungorus) and Roborovskii hamster (Phodopus roborovskii)","Ikeda H, Nagasawa M, Yamaguchi T, Minaminaka K, Goda R, Chowdhury VS, Yasuo S, Furuse M.","Anim Sci J. 2017 Mar;88(3):533-545. doi: 10.1111/asj.12659. Epub 2016 Jul 20.","Ikeda H","Anim Sci J","2017","2016/07/21","","","10.1111/asj.12659"
"26904550","Does Early Environmental Complexity Influence Tyrosine Hydroxylase in the Chicken Hippocampus and ""Prefrontal"" Caudolateral Nidopallium?","Tahamtani FM, Nordgreen J, Brantsæter M, Østby GC, Nordquist RE, Janczak AM.","Front Vet Sci. 2016 Feb 11;3:8. doi: 10.3389/fvets.2016.00008. eCollection 2016.","Tahamtani FM","Front Vet Sci","2016","2016/02/24","PMC4749677","","10.3389/fvets.2016.00008"
"26863331","An Operant Intra-/Extra-dimensional Set-shift Task for Mice","Scheggia D, Papaleo F.","J Vis Exp. 2016 Jan 22;(107):e53503. doi: 10.3791/53503.","Scheggia D","J Vis Exp","2016","2016/02/11","PMC4781688","","10.3791/53503"
"26115419","The nutritional role of free sialic acid, a human milk monosaccharide, and its application as a functional food ingredient","Röhrig CH, Choi SS, Baldwin N.","Crit Rev Food Sci Nutr. 2017 Mar 24;57(5):1017-1038. doi: 10.1080/10408398.2015.1040113.","Röhrig CH","Crit Rev Food Sci Nutr","2017","2015/06/27","","","10.1080/10408398.2015.1040113"
"31844575","MemCat: a new category-based image set quantified on memorability","Goetschalckx L, Wagemans J.","PeerJ. 2019 Dec 12;7:e8169. doi: 10.7717/peerj.8169. eCollection 2019.","Goetschalckx L","PeerJ","2019","2019/12/18","PMC6911686","","10.7717/peerj.8169"
"31169174","Can we further optimize therapeutic hypothermia for hypoxic-ischemic encephalopathy?","Davies A, Wassink G, Bennet L, Gunn AJ, Davidson JO.","Neural Regen Res. 2019 Oct;14(10):1678-1683. doi: 10.4103/1673-5374.257512.","Davies A","Neural Regen Res","2019","2019/06/07","PMC6585539","","10.4103/1673-5374.257512"
"30627213","Investigating Emotions as Functional States Distinct From Feelings","Adolphs R, Andler D.","Emot Rev. 2018 Jul;10(3):191-201. doi: 10.1177/1754073918765662. Epub 2018 Jul 27.","Adolphs R","Emot Rev","2018","2019/01/11","PMC6322839","NIHMS986619","10.1177/1754073918765662"
"28847299","The Effect of Physical Exercise on Neurogenesis Factor Production in Glial Cells","Moreno-Collazos JM, Orti ES.","Curr Pharm Des. 2018;24(1):46-55. doi: 10.2174/1381612823666170828134515.","Moreno-Collazos JM","Curr Pharm Des","2018","2017/08/30","","","10.2174/1381612823666170828134515"
"27436729","Neural mechanisms of insect navigation","Webb B, Wystrach A.","Curr Opin Insect Sci. 2016 Jun;15:27-39. doi: 10.1016/j.cois.2016.02.011. Epub 2016 Mar 3.","Webb B","Curr Opin Insect Sci","2016","2016/07/21","","","10.1016/j.cois.2016.02.011"
"28674291","[Comprehensive Analyses of Molecules with Altered Expression in the Brain of a Mouse Model of Down Syndrome for Identification of Pharmacotherapeutic Targets]","Ishihara K.","Yakugaku Zasshi. 2017;137(7):807-810. doi: 10.1248/yakushi.16-00236-3.","Ishihara K","Yakugaku Zasshi","2017","2017/07/05","","","10.1248/yakushi.16-00236-3"
"27706919","The common marmoset: An overview of its natural history, ecology and behavior","Schiel N, Souto A.","Dev Neurobiol. 2017 Mar;77(3):244-262. doi: 10.1002/dneu.22458. Epub 2016 Nov 11.","Schiel N","Dev Neurobiol","2017","2016/10/06","","","10.1002/dneu.22458"
"27598835","The evolution of acoustic size exaggeration in terrestrial mammals","Charlton BD, Reby D.","Nat Commun. 2016 Sep 6;7:12739. doi: 10.1038/ncomms12739.","Charlton BD","Nat Commun","2016","2016/09/07","PMC5025854","","10.1038/ncomms12739"
"33659334","The Discrete Paired-trial Variable-delay T-maze Task to Assess Working Memory in Mice","Leggio GM, Torrisi SA, Papaleo F.","Bio Protoc. 2020 Jul 5;10(13):e3664. doi: 10.21769/BioProtoc.3664. eCollection 2020 Jul 5.","Leggio GM","Bio Protoc","2020","2021/03/04","PMC7842707","","10.21769/BioProtoc.3664"
"31745184","High-fat diet impairs cognitive function of zebrafish","Meguro S, Hosoi S, Hasumura T.","Sci Rep. 2019 Nov 19;9(1):17063. doi: 10.1038/s41598-019-53634-z.","Meguro S","Sci Rep","2019","2019/11/21","PMC6863811","","10.1038/s41598-019-53634-z"
"28182397","Comeback of the Rat in Biomedical Research","Homberg JR, Wöhr M, Alenina N.","ACS Chem Neurosci. 2017 May 17;8(5):900-903. doi: 10.1021/acschemneuro.6b00415. Epub 2017 Feb 9.","Homberg JR","ACS Chem Neurosci","2017","2017/02/10","","","10.1021/acschemneuro.6b00415"
"26344755","The Impact of Exposure to Cannabinoids in Adolescence: Insights From Animal Models","Rubino T, Parolaro D.","Biol Psychiatry. 2016 Apr 1;79(7):578-85. doi: 10.1016/j.biopsych.2015.07.024. Epub 2015 Aug 7.","Rubino T","Biol Psychiatry","2016","2015/09/08","","","10.1016/j.biopsych.2015.07.024"
"31641924","Accelerated decline in cognition in a mouse model of increased oxidative stress","Logan S, Royce GH, Owen D, Farley J, Ranjo-Bishop M, Sonntag WE, Deepa SS.","Geroscience. 2019 Oct;41(5):591-607. doi: 10.1007/s11357-019-00105-y. Epub 2019 Oct 22.","Logan S","Geroscience","2019","2019/10/24","PMC6885085","","10.1007/s11357-019-00105-y"
"31226364","The impact of age on long-term behavioral and neurochemical parameters in an animal model of severe sepsis","Milioli MVM, Burger H, Olivieri R, Michels M, Ávila P, Abatti M, Indalécio A, Ritter C, Dal-Pizzol F.","Neurosci Lett. 2019 Aug 24;708:134339. doi: 10.1016/j.neulet.2019.134339. Epub 2019 Jun 18.","Milioli MVM","Neurosci Lett","2019","2019/06/22","","","10.1016/j.neulet.2019.134339"
"27927739","The Roles of Dopamine D1 Receptor on the Social Hierarchy of Rodents and Nonhuman Primates","Yamaguchi Y, Lee YA, Kato A, Goto Y.","Int J Neuropsychopharmacol. 2017 Apr 1;20(4):324-335. doi: 10.1093/ijnp/pyw106.","Yamaguchi Y","Int J Neuropsychopharmacol","2017","2016/12/09","PMC5409125","","10.1093/ijnp/pyw106"
"27544468","Effect of Seizures on the Developing Brain and Cognition","Holmes GL.","Semin Pediatr Neurol. 2016 May;23(2):120-6. doi: 10.1016/j.spen.2016.05.001. Epub 2016 May 24.","Holmes GL","Semin Pediatr Neurol","2016","2016/08/22","PMC5410363","NIHMS789814","10.1016/j.spen.2016.05.001"
"27311761","Affective Biases in Humans and Animals","Robinson ES, Roiser JP.","Curr Top Behav Neurosci. 2016 Jun 17. doi: 10.1007/7854_2015_5011. Online ahead of print.","Robinson ES","Curr Top Behav Neurosci","2016","2016/06/18","","","10.1007/7854_2015_5011"
"32961284","Paw preference is associated with behavioural despair and spatial reference memory in male rats","Ecevitoglu A, Soyman E, Canbeyli R, Unal G.","Behav Processes. 2020 Nov;180:104254. doi: 10.1016/j.beproc.2020.104254. Epub 2020 Sep 19.","Ecevitoglu A","Behav Processes","2020","2020/09/22","","","10.1016/j.beproc.2020.104254"
"28814575","Prenatal environment affects embryonic response to song","Colombelli-Négrel D, Kleindorfer S.","Biol Lett. 2017 Aug;13(8):20170302. doi: 10.1098/rsbl.2017.0302.","Colombelli-Négrel D","Biol Lett","2017","2017/08/18","PMC5582109","","10.1098/rsbl.2017.0302"
"28605382","Assessment of Spontaneous Alternation, Novel Object Recognition and Limb Clasping in Transgenic Mouse Models of Amyloid-β and Tau Neuropathology","Miedel CJ, Patton JM, Miedel AN, Miedel ES, Levenson JM.","J Vis Exp. 2017 May 28;(123):55523. doi: 10.3791/55523.","Miedel CJ","J Vis Exp","2017","2017/06/13","PMC5608159","","10.3791/55523"
"31941919","Immediate early gene fingerprints of multi-component behaviour","Rook N, Letzner S, Packheiser J, Güntürkün O, Beste C.","Sci Rep. 2020 Jan 15;10(1):384. doi: 10.1038/s41598-019-56998-4.","Rook N","Sci Rep","2020","2020/01/17","PMC6962395","","10.1038/s41598-019-56998-4"
"29405939","Neuromuscular features of hypophosphatasia","Fonta C, Salles JP.","Arch Pediatr. 2017 May;24(5S2):5S85-5S88. doi: 10.1016/S0929-693X(18)30021-6.","Fonta C","Arch Pediatr","2017","2018/02/07","","","10.1016/S0929-693X(18)30021-6"
"28955225","Using the Single Prolonged Stress Model to Examine the Pathophysiology of PTSD","Souza RR, Noble LJ, McIntyre CK.","Front Pharmacol. 2017 Sep 11;8:615. doi: 10.3389/fphar.2017.00615. eCollection 2017.","Souza RR","Front Pharmacol","2017","2017/09/29","PMC5600994","","10.3389/fphar.2017.00615"
"26850212","Effect of electroconvulsive seizures on cognitive flexibility","Svensson M, Grahm M, Ekstrand J, Höglund P, Johansson M, Tingström A.","Hippocampus. 2016 Jul;26(7):899-910. doi: 10.1002/hipo.22573. Epub 2016 Mar 7.","Svensson M","Hippocampus","2016","2016/02/07","","","10.1002/hipo.22573"
"31945778","Naringenin protects AlCl3/D-galactose induced neurotoxicity in rat model of AD via attenuation of acetylcholinesterase levels and inhibition of oxidative stress","Haider S, Liaquat L, Ahmad S, Batool Z, Siddiqui RA, Tabassum S, Shahzad S, Rafiq S, Naz N.","PLoS One. 2020 Jan 16;15(1):e0227631. doi: 10.1371/journal.pone.0227631. eCollection 2020.","Haider S","PLoS One","2020","2020/01/17","PMC6964982","","10.1371/journal.pone.0227631"
"30392874","The GSK3β inhibitor, TDZD-8, rescues cognition in a zebrafish model of okadaic acid-induced Alzheimer's disease","Koehler D, Shah ZA, Williams FE.","Neurochem Int. 2019 Jan;122:31-37. doi: 10.1016/j.neuint.2018.10.022. Epub 2018 Oct 28.","Koehler D","Neurochem Int","2019","2018/11/06","","","10.1016/j.neuint.2018.10.022"
"30104434","The impact of environmental interventions among mouse siblings on the heritability and malleability of general cognitive ability","Sauce B, Bendrath S, Herzfeld M, Siegel D, Style C, Rab S, Korabelnikov J, Matzel LD.","Philos Trans R Soc Lond B Biol Sci. 2018 Sep 26;373(1756):20170289. doi: 10.1098/rstb.2017.0289.","Sauce B","Philos Trans R Soc Lond B Biol Sci","2018","2018/08/15","PMC6107568","","10.1098/rstb.2017.0289"
"29584587","Behavioral Effects of Focal Irradiation in a Juvenile Murine Model","Alexander TC, Butcher H, Krager K, Kiffer F, Groves T, Wang J, Carter G, Allen AR.","Radiat Res. 2018 Jun;189(6):605-617. doi: 10.1667/RR14847.1. Epub 2018 Mar 27.","Alexander TC","Radiat Res","2018","2018/03/28","PMC5989574","NIHMS969881","10.1667/RR14847.1"
"29225337","Divergent effects of acute and repeated quetiapine treatment on dopamine neuron activity in normal vs. chronic mild stress induced hypodopaminergic states","Moreines JL, Owrutsky ZL, Gagnon KG, Grace AA.","Transl Psychiatry. 2017 Dec 11;7(12):1275. doi: 10.1038/s41398-017-0039-9.","Moreines JL","Transl Psychiatry","2017","2017/12/12","PMC5802622","","10.1038/s41398-017-0039-9"
"27449121","Aging with Traumatic Brain Injury: Effects of Age at Injury on Behavioral Outcome following Diffuse Brain Injury in Rats","Rowe RK, Ziebell JM, Harrison JL, Law LM, Adelson PD, Lifshitz J.","Dev Neurosci. 2016;38(3):195-205. doi: 10.1159/000446773. Epub 2016 Jul 23.","Rowe RK","Dev Neurosci","2016","2016/07/25","","","10.1159/000446773"
"27200325","Dietary Alpha-Lipoic Acid Alters Piglet Neurodevelopment","Mudd AT, Waworuntu RV, Berg BM, Dilger RN.","Front Pediatr. 2016 May 6;4:44. doi: 10.3389/fped.2016.00044. eCollection 2016.","Mudd AT","Front Pediatr","2016","2016/05/21","PMC4858520","","10.3389/fped.2016.00044"
"28721361","Role of Endoplasmic Reticulum Stress in Learning and Memory Impairment and Alzheimer's Disease-Like Neuropathology in the PS19 and APP(Swe) Mouse Models of Tauopathy and Amyloidosis","Briggs DI, Defensor E, Memar Ardestani P, Yi B, Halpain M, Seabrook G, Shamloo M.","eNeuro. 2017 Jul 14;4(4):ENEURO.0025-17.2017. doi: 10.1523/ENEURO.0025-17.2017. eCollection 2017 Jul-Aug.","Briggs DI","eNeuro","2017","2017/07/20","PMC5510086","","10.1523/ENEURO.0025-17.2017"
"28865018","Making of a Synapse: Recurrent Roles of Drebrin A at Excitatory Synapses Throughout Life","Aoki C, Sherpa AD.","Adv Exp Med Biol. 2017;1006:119-139. doi: 10.1007/978-4-431-56550-5_8.","Aoki C","Adv Exp Med Biol","2017","2017/09/03","","","10.1007/978-4-431-56550-5_8"
"32824000","Gestational Factors throughout Fetal Neurodevelopment: The Serotonin Link","Hanswijk SI, Spoelder M, Shan L, Verheij MMM, Muilwijk OG, Li W, Liu C, Kolk SM, Homberg JR.","Int J Mol Sci. 2020 Aug 14;21(16):5850. doi: 10.3390/ijms21165850.","Hanswijk SI","Int J Mol Sci","2020","2020/08/23","PMC7461571","","10.3390/ijms21165850"
"29021391","A dual-axis rotation rule for updating the head direction cell reference frame during movement in three dimensions","Page HJI, Wilson JJ, Jeffery KJ.","J Neurophysiol. 2018 Jan 1;119(1):192-208. doi: 10.1152/jn.00501.2017. Epub 2017 Oct 11.","Page HJI","J Neurophysiol","2018","2017/10/13","PMC5866468","","10.1152/jn.00501.2017"
"26913768","A Combined Cognitive Stimulation and Physical Exercise Programme (MINDVital) in Early Dementia: Differential Effects on Single- and Dual-Task Gait Performance","Tay L, Lim WS, Chan M, Ali N, Chong MS.","Gerontology. 2016;62(6):604-610. doi: 10.1159/000444084. Epub 2016 Feb 26.","Tay L","Gerontology","2016","2016/02/26","","","10.1159/000444084"
"26777139","Impaired hippocampal synaptic plasticity and NR2A/2B expression ratio in remifentanil withdrawal rats","Wang YY, Liu S, Zhang N, Yang J, Zhang Y.","Neurotoxicology. 2016 Mar;53:115-123. doi: 10.1016/j.neuro.2016.01.005. Epub 2016 Jan 14.","Wang YY","Neurotoxicology","2016","2016/01/19","","","10.1016/j.neuro.2016.01.005"
"30826389","No effect of riluzole and memantine on learning deficit following quinpirole sensitization - An animal model of obsessive-compulsive disorder","Janikova M, Brozka H, Radostova D, Svoboda J, Stuchlik A.","Physiol Behav. 2019 May 15;204:241-247. doi: 10.1016/j.physbeh.2019.01.013. Epub 2019 Feb 28.","Janikova M","Physiol Behav","2019","2019/03/04","","","10.1016/j.physbeh.2019.01.013"
"30988315","Transcriptome Analyses of Heart and Liver Reveal Novel Pathways for Regulating Songbird Migration","Horton WJ, Jensen M, Sebastian A, Praul CA, Albert I, Bartell PA.","Sci Rep. 2019 Apr 15;9(1):6058. doi: 10.1038/s41598-019-41252-8.","Horton WJ","Sci Rep","2019","2019/04/17","PMC6465361","","10.1038/s41598-019-41252-8"
"28034725","Mechanisms of acupuncture on vascular dementia-A review of animal studies","Ye Y, Zhu W, Wang XR, Yang JW, Xiao LY, Liu Y, Zhang X, Liu CZ.","Neurochem Int. 2017 Jul;107:204-210. doi: 10.1016/j.neuint.2016.12.001. Epub 2016 Dec 26.","Ye Y","Neurochem Int","2017","2016/12/31","","","10.1016/j.neuint.2016.12.001"
"31601371","Long-Term Dabigatran Treatment Delays Alzheimer's Disease Pathogenesis in the TgCRND8 Mouse Model","Cortes-Canteli M, Kruyer A, Fernandez-Nueda I, Marcos-Diaz A, Ceron C, Richards AT, Jno-Charles OC, Rodriguez I, Callejas S, Norris EH, Sanchez-Gonzalez J, Ruiz-Cabello J, Ibanez B, Strickland S, Fuster V.","J Am Coll Cardiol. 2019 Oct 15;74(15):1910-1923. doi: 10.1016/j.jacc.2019.07.081.","Cortes-Canteli M","J Am Coll Cardiol","2019","2019/10/12","PMC6822166","NIHMS1056340","10.1016/j.jacc.2019.07.081"
"29590638","Feeding difficulties, a key feature of the Drosophila NDUFS4 mitochondrial disease model","Foriel S, Beyrath J, Eidhof I, Rodenburg RJ, Schenck A, Smeitink JAM.","Dis Model Mech. 2018 Mar 27;11(3):dmm032482. doi: 10.1242/dmm.032482.","Foriel S","Dis Model Mech","2018","2018/03/29","PMC5897729","","10.1242/dmm.032482"
"27834854","Pharmacologic Treatment Assigned for Niemann Pick Type C1 Disease Partly Changes Behavioral Traits in Wild-Type Mice","Schlegel V, Thieme M, Holzmann C, Witt M, Grittner U, Rolfs A, Wree A.","Int J Mol Sci. 2016 Nov 9;17(11):1866. doi: 10.3390/ijms17111866.","Schlegel V","Int J Mol Sci","2016","2016/11/12","PMC5133866","","10.3390/ijms17111866"
"27613806","Epistatic and Independent Effects on Schizophrenia-Related Phenotypes Following Co-disruption of the Risk Factors Neuregulin-1 × DISC1","O'Tuathaigh CM, Fumagalli F, Desbonnet L, Perez-Branguli F, Moloney G, Loftus S, O'Leary C, Petit E, Cox R, Tighe O, Clarke G, Lai D, Harvey RP, Cryan JF, Mitchell KJ, Dinan TG, Riva MA, Waddington JL.","Schizophr Bull. 2017 Jan;43(1):214-225. doi: 10.1093/schbul/sbw120. Epub 2016 Sep 9.","O'Tuathaigh CM","Schizophr Bull","2017","2016/09/11","PMC5216856","","10.1093/schbul/sbw120"
"26971628","Autophagy ameliorates cognitive impairment through activation of PVT1 and apoptosis in diabetes mice","Li Z, Hao S, Yin H, Gao J, Yang Z.","Behav Brain Res. 2016 May 15;305:265-77. doi: 10.1016/j.bbr.2016.03.023. Epub 2016 Mar 10.","Li Z","Behav Brain Res","2016","2016/03/15","","","10.1016/j.bbr.2016.03.023"
"31125622","The influence of chromosome 4 on metabolism and spatial memory in SHR and SLA16 rat strains","Velázquez AM, Roversi K, Dillenburg-Pilla P, Rodrigues RF, Zárate-Bladés CR, Prediger RDS, Izídio GS.","Behav Brain Res. 2019 Sep 16;370:111966. doi: 10.1016/j.bbr.2019.111966. Epub 2019 May 21.","Velázquez AM","Behav Brain Res","2019","2019/05/25","","","10.1016/j.bbr.2019.111966"
"30327125","Improved cognition, mild anxiety-like behavior and decreased motor performance in pyridoxal phosphatase-deficient mice","Jeanclos E, Albersen M, Ramos RJJ, Raab A, Wilhelm C, Hommers L, Lesch KP, Verhoeven-Duif NM, Gohla A.","Biochim Biophys Acta Mol Basis Dis. 2019 Jan;1865(1):193-205. doi: 10.1016/j.bbadis.2018.08.018. Epub 2018 Aug 16.","Jeanclos E","Biochim Biophys Acta Mol Basis Dis","2019","2018/10/18","","","10.1016/j.bbadis.2018.08.018"
"28844812","Antidepressant-like effects of 3-carboxamido seco-nalmefene (3CS-nalmefene), a novel opioid receptor modulator, in a rat IFN-α-induced depression model","Callaghan CK, Rouine J, Dean RL, Knapp BI, Bidlack JM, Deaver DR, O'Mara SM.","Brain Behav Immun. 2018 Jan;67:152-162. doi: 10.1016/j.bbi.2017.08.016. Epub 2017 Aug 24.","Callaghan CK","Brain Behav Immun","2018","2017/08/29","","","10.1016/j.bbi.2017.08.016"
"28160035","Brexpiprazole reduces hyperactivity, impulsivity, and risk-preference behavior in mice with dopamine transporter knockdown-a model of mania","Milienne-Petiot M, Geyer MA, Arnt J, Young JW.","Psychopharmacology (Berl). 2017 Mar;234(6):1017-1028. doi: 10.1007/s00213-017-4543-7. Epub 2017 Feb 3.","Milienne-Petiot M","Psychopharmacology (Berl)","2017","2017/02/05","PMC5391249","NIHMS849550","10.1007/s00213-017-4543-7"
