PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"27604739","Detecting Behavioral Deficits Post Traumatic Brain Injury in Rats","Awwad HO.","Methods Mol Biol. 2016;1462:573-96. doi: 10.1007/978-1-4939-3816-2_31.","Awwad HO","Methods Mol Biol","2016","2016/09/09","","","10.1007/978-1-4939-3816-2_31"
"30403997","Characterization of a Mouse Model of Börjeson-Forssman-Lehmann Syndrome","Cheng C, Deng PY, Ikeuchi Y, Yuede C, Li D, Rensing N, Huang J, Baldridge D, Maloney SE, Dougherty JD, Constantino J, Jahani-Asl A, Wong M, Wozniak DF, Wang T, Klyachko VA, Bonni A.","Cell Rep. 2018 Nov 6;25(6):1404-1414.e6. doi: 10.1016/j.celrep.2018.10.043.","Cheng C","Cell Rep","2018","2018/11/08","PMC6261530","NIHMS1512143","10.1016/j.celrep.2018.10.043"
"29959970","Oxytocinergic modulation of brain activation to cues related to reproduction and attachment: Differences and commonalities during the perception of erotic and fearful social scenes","Sauer C, Montag C, Reuter M, Kirsch P.","Int J Psychophysiol. 2019 Feb;136:87-96. doi: 10.1016/j.ijpsycho.2018.06.005. Epub 2018 Jun 28.","Sauer C","Int J Psychophysiol","2019","2018/07/01","","","10.1016/j.ijpsycho.2018.06.005"
"28402427","BDNF overexpression prevents cognitive deficit elicited by adolescent cannabis exposure and host susceptibility interaction","Segal-Gavish H, Gazit N, Barhum Y, Ben-Zur T, Taler M, Hornfeld SH, Gil-Ad I, Weizman A, Slutsky I, Niwa M, Kamiya A, Sawa A, Offen D, Barzilay R.","Hum Mol Genet. 2017 Jul 1;26(13):2462-2471. doi: 10.1093/hmg/ddx139.","Segal-Gavish H","Hum Mol Genet","2017","2017/04/13","PMC6251614","","10.1093/hmg/ddx139"
"30214058","Sex differences in hippocampal cognition and neurogenesis","Yagi S, Galea LAM.","Neuropsychopharmacology. 2019 Jan;44(1):200-213. doi: 10.1038/s41386-018-0208-4. Epub 2018 Sep 7.","Yagi S","Neuropsychopharmacology","2019","2018/09/15","PMC6235970","","10.1038/s41386-018-0208-4"
"28366865","Glucocorticoid administration into the dorsolateral but not dorsomedial striatum accelerates the shift from a spatial toward procedural memory","Siller-Pérez C, Serafín N, Prado-Alcalá RA, Roozendaal B, Quirarte GL.","Neurobiol Learn Mem. 2017 May;141:124-133. doi: 10.1016/j.nlm.2017.03.020. Epub 2017 Mar 30.","Siller-Pérez C","Neurobiol Learn Mem","2017","2017/04/04","","","10.1016/j.nlm.2017.03.020"
"28558121","Early-life stress diminishes the increase in neurogenesis after exercise in adult female mice","Abbink MR, Naninck EFG, Lucassen PJ, Korosi A.","Hippocampus. 2017 Aug;27(8):839-844. doi: 10.1002/hipo.22745. Epub 2017 Jun 6.","Abbink MR","Hippocampus","2017","2017/05/31","","","10.1002/hipo.22745"
"31619760","Antidepressant efficacy of a selective organic cation transporter blocker in a mouse model of depression","Orrico-Sanchez A, Chausset-Boissarie L, Alves de Sousa R, Coutens B, Rezai Amin S, Vialou V, Louis F, Hessani A, Dansette PM, Zornoza T, Gruszczynski C, Giros B, Guiard BP, Acher F, Pietrancosta N, Gautron S.","Mol Psychiatry. 2020 Jun;25(6):1245-1259. doi: 10.1038/s41380-019-0548-4. Epub 2019 Oct 16.","Orrico-Sanchez A","Mol Psychiatry","2020","2019/10/18","","","10.1038/s41380-019-0548-4"
"28834604","Deficiency of aminopeptidase P1 causes behavioral hyperactivity, cognitive deficits, and hippocampal neurodegeneration","Bae YS, Yoon SH, Han JY, Woo J, Cho YS, Kwon SK, Bae YC, Kim D, Kim E, Kim MH.","Genes Brain Behav. 2018 Feb;17(2):126-138. doi: 10.1111/gbb.12419. Epub 2017 Sep 15.","Bae YS","Genes Brain Behav","2018","2017/08/24","","","10.1111/gbb.12419"
"30051757","Delayed and Abbreviated Environmental Enrichment after Brain Trauma Promotes Motor and Cognitive Recovery That Is Not Contingent on Increased Neurogenesis","Lajud N, Díaz-Chávez A, Radabaugh HL, Cheng JP, Rojo-Soto G, Valdéz-Alarcón JJ, Bondi CO, Kline AE.","J Neurotrauma. 2019 Mar 1;36(5):756-767. doi: 10.1089/neu.2018.5866. Epub 2018 Nov 28.","Lajud N","J Neurotrauma","2019","2018/07/28","PMC6387570","","10.1089/neu.2018.5866"
"28376796","AHCODA-DB: a data repository with web-based mining tools for the analysis of automated high-content mouse phenomics data","Koopmans B, Smit AB, Verhage M, Loos M.","BMC Bioinformatics. 2017 Apr 4;18(1):200. doi: 10.1186/s12859-017-1612-1.","Koopmans B","BMC Bioinformatics","2017","2017/04/06","PMC5379645","","10.1186/s12859-017-1612-1"
"27142346","Kaempferia parviflora extract ameliorates the cognitive impairments and the reduction in cell proliferation induced by valproic acid treatment in rats","Welbat JU, Chaisawang P, Chaijaroonkhanarak W, Prachaney P, Pannangrong W, Sripanidkulchai B, Wigmore P.","Ann Anat. 2016 Jul;206:7-13. doi: 10.1016/j.aanat.2016.04.029. Epub 2016 Apr 30.","Welbat JU","Ann Anat","2016","2016/05/05","","","10.1016/j.aanat.2016.04.029"
"32417340","Anti-mouse CX3CR1 Antibody Alleviates Cognitive Impairment, Neuronal Loss and Myelin Deficits in an Animal Model of Brain Ischemia","Du B, Liang M, Zheng H, Fan C, Zhang H, Lu X, Du Z, Lian Y, Zhang Y, Bi X.","Neuroscience. 2020 Jul 1;438:169-181. doi: 10.1016/j.neuroscience.2020.05.011. Epub 2020 May 15.","Du B","Neuroscience","2020","2020/05/18","","","10.1016/j.neuroscience.2020.05.011"
"33108950","Drug Development for Psychotropic, Cognitive-Enhancing, and Disease-Modifying Treatments for Alzheimer's Disease","Cummings J.","J Neuropsychiatry Clin Neurosci. 2021 Winter;33(1):3-13. doi: 10.1176/appi.neuropsych.20060152. Epub 2020 Oct 28.","Cummings J","J Neuropsychiatry Clin Neurosci","2021","2020/10/28","","","10.1176/appi.neuropsych.20060152"
"30306256","Comparison of bonobo and chimpanzee brain microstructure reveals differences in socio-emotional circuits","Issa HA, Staes N, Diggs-Galligan S, Stimpson CD, Gendron-Fitzpatrick A, Taglialatela JP, Hof PR, Hopkins WD, Sherwood CC.","Brain Struct Funct. 2019 Jan;224(1):239-251. doi: 10.1007/s00429-018-1751-9. Epub 2018 Oct 10.","Issa HA","Brain Struct Funct","2019","2018/10/12","","","10.1007/s00429-018-1751-9"
"31256760","Age and cognitive status dependent differences in blood steroid and thyroid hormone concentrations in intact male rats","Maliković J, Feyissa DD, Kalaba P, Marouf BS, Höger H, Hartmann MF, Wudy SA, Schuler G, Lubec G, Aradska J, Korz V.","Behav Brain Funct. 2019 Jun 30;15(1):10. doi: 10.1186/s12993-019-0161-3.","Maliković J","Behav Brain Funct","2019","2019/07/02","PMC6600892","","10.1186/s12993-019-0161-3"
"30399594","Extracellular calcium influx through L-type calcium channels, intracellular calcium currents and extracellular signal-regulated kinase signaling are involved in the abscisic acid-induced precognitive and anti-anxiety effects","Naderi R, Esmaeili-Mahani S, Abbasnejad M.","Biomed Pharmacother. 2019 Jan;109:582-588. doi: 10.1016/j.biopha.2018.10.141. Epub 2018 Nov 3.","Naderi R","Biomed Pharmacother","2019","2018/11/07","","","10.1016/j.biopha.2018.10.141"
"29626394","Microbiome and Health: Ramifications of Intelligent Deception","Stefano GB, Fine R, Kream RM.","Med Sci Monit. 2018 Apr 7;24:2060-2062. doi: 10.12659/msm.910248.","Stefano GB","Med Sci Monit","2018","2018/04/08","PMC5905352","","10.12659/msm.910248"
"32057821","Auditory learning in an operant task with social reinforcement is dependent on neuroestrogen synthesis in the male songbird auditory cortex","Macedo-Lima M, Remage-Healey L.","Horm Behav. 2020 May;121:104713. doi: 10.1016/j.yhbeh.2020.104713. Epub 2020 Feb 19.","Macedo-Lima M","Horm Behav","2020","2020/02/15","PMC7198363","NIHMS1568787","10.1016/j.yhbeh.2020.104713"
"33229536","Low rank mechanisms underlying flexible visual representations","Ruff DA, Xue C, Kramer LE, Baqai F, Cohen MR.","Proc Natl Acad Sci U S A. 2020 Nov 24;117(47):29321-29329. doi: 10.1073/pnas.2005797117.","Ruff DA","Proc Natl Acad Sci U S A","2020","2020/11/24","PMC7703603","","10.1073/pnas.2005797117"
"32219335","Modulation of microglial phenotypes improves sepsis-induced hippocampus-dependent cognitive impairments and decreases brain inflammation in an animal model of sepsis","Michels M, Abatti M, Vieira A, Ávila P, Goulart AI, Borges H, Córneo E, Dominguini D, Barichello T, Dal-Pizzol F.","Clin Sci (Lond). 2020 Apr 17;134(7):765-776. doi: 10.1042/CS20191322.","Michels M","Clin Sci (Lond)","2020","2020/03/29","","","10.1042/CS20191322"
"30429456","Continuous performance test impairment in a 22q11.2 microdeletion mouse model: improvement by amphetamine","Nilsson SRO, Heath CJ, Takillah S, Didienne S, Fejgin K, Nielsen V, Nielsen J, Saksida LM, Mariani J, Faure P, Didriksen M, Robbins TW, Bussey TJ, Mar AC.","Transl Psychiatry. 2018 Nov 14;8(1):247. doi: 10.1038/s41398-018-0295-3.","Nilsson SRO","Transl Psychiatry","2018","2018/11/16","PMC6235862","","10.1038/s41398-018-0295-3"
"31042731","Correlates of social role and conflict severity in wild vervet monkey agonistic screams","Mercier S, Déaux EC, van de Waal E, Bono AEJ, Zuberbühler K.","PLoS One. 2019 May 1;14(5):e0214640. doi: 10.1371/journal.pone.0214640. eCollection 2019.","Mercier S","PLoS One","2019","2019/05/03","PMC6493722","","10.1371/journal.pone.0214640"
"30367958","Effects of a medium-chain triglyceride-based ketogenic formula on cognitive function in patients with mild-to-moderate Alzheimer's disease","Ota M, Matsuo J, Ishida I, Takano H, Yokoi Y, Hori H, Yoshida S, Ashida K, Nakamura K, Takahashi T, Kunugi H.","Neurosci Lett. 2019 Jan 18;690:232-236. doi: 10.1016/j.neulet.2018.10.048. Epub 2018 Oct 24.","Ota M","Neurosci Lett","2019","2018/10/28","","","10.1016/j.neulet.2018.10.048"
"30981736","Disruption of latent inhibition by subchronic phencyclidine pretreatment in rats","Al-Ali AM, Young AMJ.","Behav Brain Res. 2019 Aug 5;368:111901. doi: 10.1016/j.bbr.2019.111901. Epub 2019 Apr 11.","Al-Ali AM","Behav Brain Res","2019","2019/04/15","","","10.1016/j.bbr.2019.111901"
"30770053","Maresin 1 attenuates neuroinflammation in a mouse model of perioperative neurocognitive disorders","Yang T, Xu G, Newton PT, Chagin AS, Mkrtchian S, Carlström M, Zhang XM, Harris RA, Cooter M, Berger M, Maddipati KR, Akassoglou K, Terrando N.","Br J Anaesth. 2019 Mar;122(3):350-360. doi: 10.1016/j.bja.2018.10.062. Epub 2018 Dec 28.","Yang T","Br J Anaesth","2019","2019/02/17","PMC6396737","","10.1016/j.bja.2018.10.062"
"30312626","Disturbances of sleep quality, timing and structure and their relationship with other neuropsychiatric symptoms in Alzheimer's disease and schizophrenia: Insights from studies in patient populations and animal models","Winsky-Sommerer R, de Oliveira P, Loomis S, Wafford K, Dijk DJ, Gilmour G.","Neurosci Biobehav Rev. 2019 Feb;97:112-137. doi: 10.1016/j.neubiorev.2018.09.027. Epub 2018 Oct 9.","Winsky-Sommerer R","Neurosci Biobehav Rev","2019","2018/10/13","","","10.1016/j.neubiorev.2018.09.027"
"32071244","Sexually dimorphic role of oxytocin in medaka mate choice","Yokoi S, Naruse K, Kamei Y, Ansai S, Kinoshita M, Mito M, Iwasaki S, Inoue S, Okuyama T, Nakagawa S, Young LJ, Takeuchi H.","Proc Natl Acad Sci U S A. 2020 Mar 3;117(9):4802-4808. doi: 10.1073/pnas.1921446117. Epub 2020 Feb 18.","Yokoi S","Proc Natl Acad Sci U S A","2020","2020/02/20","PMC7060708","","10.1073/pnas.1921446117"
"30040823","Genes regulated by SATB2 during neurodevelopment contribute to schizophrenia and educational attainment","Whitton L, Apostolova G, Rieder D, Dechant G, Rea S, Donohoe G, Morris DW.","PLoS Genet. 2018 Jul 24;14(7):e1007515. doi: 10.1371/journal.pgen.1007515. eCollection 2018 Jul.","Whitton L","PLoS Genet","2018","2018/07/25","PMC6097700","","10.1371/journal.pgen.1007515"
"28239214","Mental Imagery-Based Training to Modify Mood and Cognitive Bias in Adolescents: Effects of Valence and Perspective","Burnett Heyes S, Pictet A, Mitchell H, Raeder SM, Lau JYF, Holmes EA, Blackwell SE.","Cognit Ther Res. 2017;41(1):73-88. doi: 10.1007/s10608-016-9795-8. Epub 2016 Aug 8.","Burnett Heyes S","Cognit Ther Res","2017","2017/02/28","PMC5306169","","10.1007/s10608-016-9795-8"
"26920899","Inhibition of phosphodiesterase-4 reverses the cognitive dysfunction and oxidative stress induced by Aβ25-35 in rats","Zhuo Y, Guo H, Cheng Y, Wang C, Wang C, Wu J, Zou Z, Gan D, Li Y, Xu J.","Metab Brain Dis. 2016 Aug;31(4):779-91. doi: 10.1007/s11011-016-9814-1. Epub 2016 Feb 27.","Zhuo Y","Metab Brain Dis","2016","2016/02/28","","","10.1007/s11011-016-9814-1"
"27713499","Disruption of ArhGAP15 results in hyperactive Rac1, affects the architecture and function of hippocampal inhibitory neurons and causes cognitive deficits","Zamboni V, Armentano M, Sarò G, Ciraolo E, Ghigo A, Germena G, Umbach A, Valnegri P, Passafaro M, Carabelli V, Gavello D, Bianchi V, D'Adamo P, de Curtis I, El-Assawi N, Mauro A, Priano L, Ferri N, Hirsch E, Merlo GR.","Sci Rep. 2016 Oct 7;6:34877. doi: 10.1038/srep34877.","Zamboni V","Sci Rep","2016","2016/10/08","PMC5054378","","10.1038/srep34877"
"27240528","Disrupted habenula function in major depression","Lawson RP, Nord CL, Seymour B, Thomas DL, Dayan P, Pilling S, Roiser JP.","Mol Psychiatry. 2017 Feb;22(2):202-208. doi: 10.1038/mp.2016.81. Epub 2016 May 31.","Lawson RP","Mol Psychiatry","2017","2016/06/01","PMC5285459","","10.1038/mp.2016.81"
"31176021","Antagonizing α7 nicotinic receptors with methyllycaconitine (MLA) potentiates receptor activity and memory acquisition","van Goethem NP, Paes D, Puzzo D, Fedele E, Rebosio C, Gulisano W, Palmeri A, Wennogle LP, Peng Y, Bertrand D, Prickaerts J.","Cell Signal. 2019 Oct;62:109338. doi: 10.1016/j.cellsig.2019.06.003. Epub 2019 Jun 5.","van Goethem NP","Cell Signal","2019","2019/06/09","","","10.1016/j.cellsig.2019.06.003"
"28152425","Stimulation of the medial septum improves performance in spatial learning following pilocarpine-induced status epilepticus","Lee DJ, Izadi A, Melnik M, Seidl S, Echeverri A, Shahlaie K, Gurkoff GG.","Epilepsy Res. 2017 Feb;130:53-63. doi: 10.1016/j.eplepsyres.2017.01.005. Epub 2017 Jan 17.","Lee DJ","Epilepsy Res","2017","2017/02/03","","","10.1016/j.eplepsyres.2017.01.005"
"27090306","Insulin signaling misregulation underlies circadian and cognitive deficits in a Drosophila fragile X model","Monyak RE, Emerson D, Schoenfeld BP, Zheng X, Chambers DB, Rosenfelt C, Langer S, Hinchey P, Choi CH, McDonald TV, Bolduc FV, Sehgal A, McBride SMJ, Jongens TA.","Mol Psychiatry. 2017 Aug;22(8):1140-1148. doi: 10.1038/mp.2016.51. Epub 2016 Apr 19.","Monyak RE","Mol Psychiatry","2017","2016/04/20","PMC5071102","NIHMS765522","10.1038/mp.2016.51"
"29910733","Preclinical Models of Traumatic Brain Injury: Emerging Role of Glutamate in the Pathophysiology of Depression","O'Neil DA, Nicholas MA, Lajud N, Kline AE, Bondi CO.","Front Pharmacol. 2018 Jun 1;9:579. doi: 10.3389/fphar.2018.00579. eCollection 2018.","O'Neil DA","Front Pharmacol","2018","2018/06/19","PMC5992468","","10.3389/fphar.2018.00579"
"31680822","Sleepiness as a Local Phenomenon","D'Ambrosio S, Castelnovo A, Guglielmi O, Nobili L, Sarasso S, Garbarino S.","Front Neurosci. 2019 Oct 18;13:1086. doi: 10.3389/fnins.2019.01086. eCollection 2019.","D'Ambrosio S","Front Neurosci","2019","2019/11/05","PMC6813205","","10.3389/fnins.2019.01086"
"27525276","Alzheimer's Disease and Cognitive Frailty: Novel Therapeutic Technologies","D'Onofrio G, Yu Z, Forlenza OV.","Biomed Res Int. 2016;2016:7242651. doi: 10.1155/2016/7242651. Epub 2016 Jul 25.","D'Onofrio G","Biomed Res Int","2016","2016/08/16","PMC4976164","","10.1155/2016/7242651"
"28822057","Short-Term Exposure to Enriched Environment in Adult Rats Restores MK-801-Induced Cognitive Deficits and GABAergic Interneuron Immunoreactivity Loss","Murueta-Goyena A, Ortuzar N, Gargiulo PÁ, Lafuente JV, Bengoetxea H.","Mol Neurobiol. 2018 Jan;55(1):26-41. doi: 10.1007/s12035-017-0715-z.","Murueta-Goyena A","Mol Neurobiol","2018","2017/08/20","","","10.1007/s12035-017-0715-z"
"28854284","D-galactose-induced brain ageing model: A systematic review and meta-analysis on cognitive outcomes and oxidative stress indices","Sadigh-Eteghad S, Majdi A, McCann SK, Mahmoudi J, Vafaee MS, Macleod MR.","PLoS One. 2017 Aug 30;12(8):e0184122. doi: 10.1371/journal.pone.0184122. eCollection 2017.","Sadigh-Eteghad S","PLoS One","2017","2017/08/31","PMC5576729","","10.1371/journal.pone.0184122"
"28922151","Dickkopf 3 (Dkk3) Improves Amyloid-β Pathology, Cognitive Dysfunction, and Cerebral Glucose Metabolism in a Transgenic Mouse Model of Alzheimer's Disease","Zhang L, Sun C, Jin Y, Gao K, Shi X, Qiu W, Ma C, Zhang L.","J Alzheimers Dis. 2017;60(2):733-746. doi: 10.3233/JAD-161254.","Zhang L","J Alzheimers Dis","2017","2017/09/19","","","10.3233/JAD-161254"
"29894819","Thalamic Proteome Changes and Behavioral Impairments in Thiamine-deficient Rats","Nunes PT, Gómez-Mendoza DP, Rezende CP, Figueiredo HCP, Ribeiro AM.","Neuroscience. 2018 Aug 10;385:181-197. doi: 10.1016/j.neuroscience.2018.06.003. Epub 2018 Jun 9.","Nunes PT","Neuroscience","2018","2018/06/13","","","10.1016/j.neuroscience.2018.06.003"
"29710709","Diet Supplementation with Hydroxytyrosol Ameliorates Brain Pathology and Restores Cognitive Functions in a Mouse Model of Amyloid-β Deposition","Nardiello P, Pantano D, Lapucci A, Stefani M, Casamenti F.","J Alzheimers Dis. 2018;63(3):1161-1172. doi: 10.3233/JAD-171124.","Nardiello P","J Alzheimers Dis","2018","2018/05/02","","","10.3233/JAD-171124"
"26825312","Minocycline Transiently Reduces Microglia/Macrophage Activation but Exacerbates Cognitive Deficits Following Repetitive Traumatic Brain Injury in the Neonatal Rat","Hanlon LA, Huh JW, Raghupathi R.","J Neuropathol Exp Neurol. 2016 Mar;75(3):214-26. doi: 10.1093/jnen/nlv021. Epub 2016 Jan 29.","Hanlon LA","J Neuropathol Exp Neurol","2016","2016/01/31","PMC5009471","","10.1093/jnen/nlv021"
"29861281","Blocking NMDAR Disrupts Spike Timing and Decouples Monkey Prefrontal Circuits: Implications for Activity-Dependent Disconnection in Schizophrenia","Zick JL, Blackman RK, Crowe DA, Amirikian B, DeNicola AL, Netoff TI, Chafee MV.","Neuron. 2018 Jun 27;98(6):1243-1255.e5. doi: 10.1016/j.neuron.2018.05.010. Epub 2018 May 31.","Zick JL","Neuron","2018","2018/06/05","PMC6085178","NIHMS981962","10.1016/j.neuron.2018.05.010"
"27801892","Bifidobacterium longum 1714 as a translational psychobiotic: modulation of stress, electrophysiology and neurocognition in healthy volunteers","Allen AP, Hutch W, Borre YE, Kennedy PJ, Temko A, Boylan G, Murphy E, Cryan JF, Dinan TG, Clarke G.","Transl Psychiatry. 2016 Nov 1;6(11):e939. doi: 10.1038/tp.2016.191.","Allen AP","Transl Psychiatry","2016","2016/11/02","PMC5314114","","10.1038/tp.2016.191"
"31174916","Perineuronal Nets: Plasticity, Protection, and Therapeutic Potential","Reichelt AC, Hare DJ, Bussey TJ, Saksida LM.","Trends Neurosci. 2019 Jul;42(7):458-470. doi: 10.1016/j.tins.2019.04.003. Epub 2019 Jun 4.","Reichelt AC","Trends Neurosci","2019","2019/06/09","","","10.1016/j.tins.2019.04.003"
"30507321","Metal chaperones: a novel therapeutic strategy for brain injury?","Portbury SD, Sedjahtera A, Perrones K, Sgambelloni C, Zhang M, Crack PJ, Finkelstein DI, Adlard PA.","Brain Inj. 2019;33(3):305-312. doi: 10.1080/02699052.2018.1552988. Epub 2018 Dec 3.","Portbury SD","Brain Inj","2019","2018/12/04","","","10.1080/02699052.2018.1552988"
"30104434","The impact of environmental interventions among mouse siblings on the heritability and malleability of general cognitive ability","Sauce B, Bendrath S, Herzfeld M, Siegel D, Style C, Rab S, Korabelnikov J, Matzel LD.","Philos Trans R Soc Lond B Biol Sci. 2018 Sep 26;373(1756):20170289. doi: 10.1098/rstb.2017.0289.","Sauce B","Philos Trans R Soc Lond B Biol Sci","2018","2018/08/15","PMC6107568","","10.1098/rstb.2017.0289"
"31303267","Functional roles of the glial glutamate transporter (GLAST) in emotional and cognitive abnormalities of mice after repeated phencyclidine administration","Uchida M, Hida H, Mori K, Yoshimi A, Kitagaki S, Yamada K, Hiraoka Y, Aida T, Tanaka K, Ozaki N, Noda Y.","Eur Neuropsychopharmacol. 2019 Aug;29(8):914-924. doi: 10.1016/j.euroneuro.2019.06.005. Epub 2019 Jul 11.","Uchida M","Eur Neuropsychopharmacol","2019","2019/07/16","","","10.1016/j.euroneuro.2019.06.005"
"28744563","MAM-E17 rat model impairments on a novel continuous performance task: effects of potential cognitive enhancing drugs","Mar AC, Nilsson SRO, Gamallo-Lana B, Lei M, Dourado T, Alsiö J, Saksida LM, Bussey TJ, Robbins TW.","Psychopharmacology (Berl). 2017 Oct;234(19):2837-2857. doi: 10.1007/s00213-017-4679-5. Epub 2017 Jul 26.","Mar AC","Psychopharmacology (Berl)","2017","2017/07/27","PMC5591806","","10.1007/s00213-017-4679-5"
"26836634","The Effects of Amnestic Mild Cognitive Impairment on Go/NoGo Semantic Categorization Task Performance and Event-Related Potentials","Mudar RA, Chiang HS, Eroh J, Nguyen LT, Maguire MJ, Spence JS, Kung F, Kraut MA, Hart J.","J Alzheimers Dis. 2016;50(2):577-90. doi: 10.3233/JAD-150586.","Mudar RA","J Alzheimers Dis","2016","2016/02/03","","","10.3233/JAD-150586"
"28869469","Trehalose Improves Cognition in the Transgenic Tg2576 Mouse Model of Alzheimer's Disease","Portbury SD, Hare DJ, Sgambelloni C, Perronnes K, Portbury AJ, Finkelstein DI, Adlard PA.","J Alzheimers Dis. 2017;60(2):549-560. doi: 10.3233/JAD-170322.","Portbury SD","J Alzheimers Dis","2017","2017/09/05","PMC5611803","","10.3233/JAD-170322"
"28467888","Auditory object perception: A neurobiological model and prospective review","Brefczynski-Lewis JA, Lewis JW.","Neuropsychologia. 2017 Oct;105:223-242. doi: 10.1016/j.neuropsychologia.2017.04.034. Epub 2017 Apr 30.","Brefczynski-Lewis JA","Neuropsychologia","2017","2017/05/04","PMC5662485","NIHMS893587","10.1016/j.neuropsychologia.2017.04.034"
"27752068","Lasting impact of general anaesthesia on the brain: mechanisms and relevance","Vutskits L, Xie Z.","Nat Rev Neurosci. 2016 Oct 18;17(11):705-717. doi: 10.1038/nrn.2016.128.","Vutskits L","Nat Rev Neurosci","2016","2016/10/19","","","10.1038/nrn.2016.128"
"26897171","Injection of Aβ1-40 into hippocampus induced cognitive lesion associated with neuronal apoptosis and multiple gene expressions in the tree shrew","Lin N, Xiong LL, Zhang RP, Zheng H, Wang L, Qian ZY, Zhang P, Chen ZW, Gao FB, Wang TH.","Apoptosis. 2016 May;21(5):621-40. doi: 10.1007/s10495-016-1227-4.","Lin N","Apoptosis","2016","2016/02/22","","","10.1007/s10495-016-1227-4"
"29409115","Expression of nerve growth factor carried by pseudotyped lentivirus improves neuron survival and cognitive functional recovery of post-ischemia in rats","Cao JY, Lin Y, Han YF, Ding SH, Fan YL, Pan YH, Zhao B, Guo QH, Sun WH, Wan JQ, Tong XP.","CNS Neurosci Ther. 2018 Jun;24(6):508-518. doi: 10.1111/cns.12818. Epub 2018 Feb 6.","Cao JY","CNS Neurosci Ther","2018","2018/02/07","PMC6489714","","10.1111/cns.12818"
"29598839","Auditory and audio-vocal responses of single neurons in the monkey ventral premotor cortex","Hage SR.","Hear Res. 2018 Sep;366:82-89. doi: 10.1016/j.heares.2018.03.019. Epub 2018 Mar 20.","Hage SR","Hear Res","2018","2018/03/31","","","10.1016/j.heares.2018.03.019"
"32547415","Drosophila as a Model to Study the Relationship Between Sleep, Plasticity, and Memory","Dissel S.","Front Physiol. 2020 May 28;11:533. doi: 10.3389/fphys.2020.00533. eCollection 2020.","Dissel S","Front Physiol","2020","2020/06/18","PMC7270326","","10.3389/fphys.2020.00533"
"30858462","Early life stress delays hippocampal development and diminishes the adult stem cell pool in mice","Youssef M, Atsak P, Cardenas J, Kosmidis S, Leonardo ED, Dranovsky A.","Sci Rep. 2019 Mar 11;9(1):4120. doi: 10.1038/s41598-019-40868-0.","Youssef M","Sci Rep","2019","2019/03/13","PMC6412041","","10.1038/s41598-019-40868-0"
"31229636","Mild acute stress improves response speed without impairing accuracy or interference control in two selective attention tasks: Implications for theories of stress and cognition","Shields GS, Rivers AM, Ramey MM, Trainor BC, Yonelinas AP.","Psychoneuroendocrinology. 2019 Oct;108:78-86. doi: 10.1016/j.psyneuen.2019.06.001. Epub 2019 Jun 8.","Shields GS","Psychoneuroendocrinology","2019","2019/06/24","PMC6707871","NIHMS1532479","10.1016/j.psyneuen.2019.06.001"
"26344755","The Impact of Exposure to Cannabinoids in Adolescence: Insights From Animal Models","Rubino T, Parolaro D.","Biol Psychiatry. 2016 Apr 1;79(7):578-85. doi: 10.1016/j.biopsych.2015.07.024. Epub 2015 Aug 7.","Rubino T","Biol Psychiatry","2016","2015/09/08","","","10.1016/j.biopsych.2015.07.024"
"25262913","Abuse potential and adverse cognitive effects of mitragynine (kratom)","Yusoff NH, Suhaimi FW, Vadivelu RK, Hassan Z, Rümler A, Rotter A, Amato D, Dringenberg HC, Mansor SM, Navaratnam V, Müller CP.","Addict Biol. 2016 Jan;21(1):98-110. doi: 10.1111/adb.12185. Epub 2014 Sep 28.","Yusoff NH","Addict Biol","2016","2014/09/30","","","10.1111/adb.12185"
"28617197","Chronic early life stress induced by limited bedding and nesting (LBN) material in rodents: critical considerations of methodology, outcomes and translational potential","Walker CD, Bath KG, Joels M, Korosi A, Larauche M, Lucassen PJ, Morris MJ, Raineki C, Roth TL, Sullivan RM, Taché Y, Baram TZ.","Stress. 2017 Sep;20(5):421-448. doi: 10.1080/10253890.2017.1343296. Epub 2017 Jul 12.","Walker CD","Stress","2017","2017/06/16","PMC5705407","NIHMS891548","10.1080/10253890.2017.1343296"
"30158866","Moderate Differences in Feeding Diets Largely Affect Motivation and Spatial Cognition in Adult and Aged but Less in Young Male Rats","Maliković J, Feyissa DD, Hussein AM, Höger H, Lubec G, Korz V.","Front Aging Neurosci. 2018 Aug 15;10:249. doi: 10.3389/fnagi.2018.00249. eCollection 2018.","Maliković J","Front Aging Neurosci","2018","2018/08/31","PMC6104161","","10.3389/fnagi.2018.00249"
"30073190","Divergent Solutions to Visual Problem Solving across Mammalian Species","Mustafar F, Harvey MA, Khani A, Arató J, Rainer G.","eNeuro. 2018 Jul 11;5(4):ENEURO.0167-18.2018. doi: 10.1523/ENEURO.0167-18.2018. eCollection 2018 Jul-Aug.","Mustafar F","eNeuro","2018","2018/08/04","PMC6071193","","10.1523/ENEURO.0167-18.2018"
"31509188","FUS-mediated dysregulation of Sema5a, an autism-related gene, in FUS mice with hippocampus-dependent cognitive deficits","Ho WY, Chang JC, Tyan SH, Yen YC, Lim K, Tan BSY, Ong J, Tucker-Kellogg G, Wong P, Koo E, Ling SC.","Hum Mol Genet. 2019 Nov 15;28(22):3777-3791. doi: 10.1093/hmg/ddz217.","Ho WY","Hum Mol Genet","2019","2019/09/12","","","10.1093/hmg/ddz217"
